"tag_id","ts_origin","ts","value_ts"
PowerBi.COU1CD2001CU,2025-07-01 11:58:49.000,2025-07-01 13:58:49.000,"0.365816"
PowerBi.COU1-RCT-CU,2025-07-01 11:58:49.000,2025-07-01 13:58:49.000,"58.87339"
PowerBi.COU1CD2001CU,2025-07-01 11:58:49.000,2025-07-01 13:58:49.000,"0.365816"
PowerBi.COU1-RCT-CU,2025-07-01 11:58:49.000,2025-07-01 13:58:49.000,"58.87339"
PowerBi.COU1RD001CU,2025-07-01 12:01:48.000,2025-07-01 14:01:48.000,"1641.544"
PowerBi.COU1-RCT-CU,2025-07-01 12:01:48.000,2025-07-01 14:01:48.000,"55.63726"
PowerBi.COU1RD001CU,2025-07-01 12:01:48.000,2025-07-01 14:01:48.000,"1641.544"
PowerBi.COU1-RCT-CU,2025-07-01 12:01:48.000,2025-07-01 14:01:48.000,"55.63726"
PowerBi.COU1CF001CU,2025-07-01 12:03:49.000,2025-07-01 14:03:49.000,"17.25206"
PowerBi.COU1-RCT-CU,2025-07-01 12:03:49.000,2025-07-01 14:03:49.000,"55.65607"
PowerBi.COU1CF001CU,2025-07-01 12:03:49.000,2025-07-01 14:03:49.000,"17.25206"
PowerBi.COU1-RCT-CU,2025-07-01 12:03:49.000,2025-07-01 14:03:49.000,"55.65607"
PowerBi.COU1CD2001CU,2025-07-01 12:10:49.000,2025-07-01 14:10:49.000,"0.3916136"
PowerBi.COU1-RCT-CU,2025-07-01 12:10:49.000,2025-07-01 14:10:49.000,"58.64051"
PowerBi.COU1CD2001CU,2025-07-01 12:10:49.000,2025-07-01 14:10:49.000,"0.3916136"
PowerBi.COU1-RCT-CU,2025-07-01 12:10:49.000,2025-07-01 14:10:49.000,"58.64051"
PowerBi.COU1RD001CU,2025-07-01 12:13:49.000,2025-07-01 14:13:49.000,"1600.615"
PowerBi.COU1-RCT-CU,2025-07-01 12:13:49.000,2025-07-01 14:13:49.000,"59.68139"
PowerBi.COU1RD001CU,2025-07-01 12:13:49.000,2025-07-01 14:13:49.000,"1600.615"
